省,市,县,县代码,POP_2020_SSP1,POP_2025_SSP1,POP_2030_SSP1,POP_2035_SSP1,POP_2040_SSP1,POP_2045_SSP1,POP_2050_SSP1
安徽省,滁州市,来安县,341122.0,411265.0,396609.0,381746.0,365603.0,347811.0,327669.0,305812.0
安徽省,滁州市,琅琊区,341102.0,353416.0,361315.0,363507.0,360115.0,353964.0,346157.0,336132.0
安徽省,滁州市,明光市,341182.0,511091.0,495022.0,478377.0,460309.0,439905.0,417143.0,391745.0
安徽省,滁州市,南谯区,341103.0,214174.0,207192.0,199738.0,192115.0,183788.0,174377.0,163817.0
安徽省,滁州市,全椒县,341124.0,364771.0,352657.0,339685.0,326506.0,311644.0,294147.0,274220.0
安徽省,滁州市,天长市,341181.0,592184.0,574624.0,555018.0,533135.0,508786.0,481579.0,451341.0
安徽省,阜阳市,阜南县,341225.0,1042581.0,1031664.0,1012250.0,986613.0,953705.0,912286.0,863464.0
安徽省,阜阳市,界首市,341282.0,545884.0,548615.0,544954.0,538173.0,527565.0,514051.0,497166.0
安徽省,阜阳市,临泉县,341221.0,1493797.0,1493143.0,1477728.0,1455001.0,1422093.0,1379307.0,1324666.0
安徽省,阜阳市,太和县,341222.0,1357720.0,1366609.0,1361727.0,1347974.0,1325478.0,1296592.0,1259513.0
安徽省,阜阳市,颍东区,341203.0,475105.0,478492.0,475795.0,469177.0,458009.0,444618.0,428321.0
安徽省,阜阳市,颍泉区,341204.0,626598.0,637046.0,639216.0,637276.0,627241.0,612986.0,594438.0
安徽省,阜阳市,颍上县,341226.0,1152654.0,1149090.0,1134632.0,1114147.0,1085139.0,1049171.0,1004843.0
安徽省,阜阳市,颍州区,341202.0,711801.0,717585.0,713716.0,703620.0,688462.0,668291.0,643695.0
安徽省,合肥市,包河区,340111.0,937668.0,960982.0,970358.0,973254.0,965194.0,951908.0,934468.0
安徽省,合肥市,巢湖市,340181.0,917432.0,911316.0,898881.0,881338.0,859137.0,832556.0,802110.0
安徽省,合肥市,肥东县,340122.0,888186.0,871401.0,849015.0,823797.0,793110.0,758430.0,717969.0
安徽省,合肥市,肥西县,340123.0,732169.0,719334.0,703953.0,685497.0,663582.0,637016.0,605474.0
安徽省,合肥市,庐江县,340124.0,945085.0,925305.0,901616.0,875540.0,843638.0,805917.0,761186.0
安徽省,合肥市,庐阳区,340103.0,657930.0,672394.0,676507.0,674219.0,667042.0,655847.0,640457.0
安徽省,合肥市,蜀山区,340104.0,1374908.0,1391132.0,1400931.0,1397051.0,1381900.0,1359490.0,1330497.0
安徽省,合肥市,瑶海区,340102.0,948726.0,968357.0,975904.0,975916.0,965744.0,942480.0,916624.0
安徽省,合肥市,长丰县,340121.0,685576.0,668632.0,648807.0,626678.0,601365.0,571169.0,537461.0
安徽省,淮北市,杜集区,340602.0,268472.0,270725.0,270104.0,267772.0,263815.0,257448.0,249182.0
安徽省,淮北市,烈山区,340604.0,337217.0,340779.0,340230.0,336383.0,330338.0,322301.0,313479.0
安徽省,淮北市,濉溪县,340621.0,1066649.0,1053760.0,1032041.0,1002496.0,965000.0,919932.0,870327.0
安徽省,淮北市,相山区,340603.0,544991.0,561086.0,564874.0,562245.0,553386.0,542618.0,528792.0
安徽省,淮南市,八公山区,340405.0,44071.0,43153.0,42422.0,41335.0,40129.0,38453.0,36524.0
安徽省,淮南市,大通区,340402.0,210874.0,208589.0,204871.0,199756.0,193278.0,185683.0,176703.0
安徽省,淮南市,凤台县,340421.0,710794.0,700681.0,686754.0,669291.0,645184.0,617263.0,584000.0
安徽省,淮南市,潘集区,340406.0,555746.0,556785.0,552537.0,544171.0,531317.0,515667.0,496172.0
安徽省,淮南市,寿县,340422.0,942410.0,915196.0,884682.0,851252.0,813248.0,769413.0,721704.0
安徽省,淮南市,田家庵区,340403.0,672542.0,691019.0,695408.0,690064.0,681704.0,665075.0,643902.0
安徽省,淮南市,谢家集区,340404.0,300859.0,304024.0,301662.0,297374.0,290428.0,281647.0,269471.0
安徽省,黄山市,黄山区,341003.0,153740.0,149546.0,144974.0,140211.0,135281.0,129239.0,123027.0
安徽省,黄山市,徽州区,341004.0,62498.0,61620.0,60597.0,59410.0,57792.0,56087.0,54107.0
安徽省,黄山市,祁门县,341024.0,149754.0,143579.0,137779.0,132321.0,126141.0,119539.0,112790.0
安徽省,黄山市,歙县,341021.0,382414.0,378981.0,372847.0,365015.0,354704.0,342373.0,327852.0
安徽省,黄山市,屯溪区,341002.0,258202.0,263809.0,266298.0,265368.0,262345.0,258948.0,253504.0
安徽省,黄山市,休宁县,341022.0,252809.0,248850.0,243796.0,237661.0,231331.0,222142.0,212630.0
安徽省,黄山市,黟县,341023.0,78809.0,77136.0,74591.0,72409.0,69968.0,67218.0,64713.0
安徽省,六安市,霍邱县,341522.0,1170953.0,1160733.0,1140780.0,1115909.0,1083721.0,1043792.0,995905.0
安徽省,六安市,霍山县,341525.0,298714.0,291486.0,283219.0,274595.0,264846.0,253849.0,241943.0
安徽省,六安市,金安区,341502.0,636378.0,627297.0,614602.0,599515.0,581586.0,561953.0,539210.0
安徽省,六安市,金寨县,341524.0,483729.0,472258.0,460028.0,446275.0,429825.0,412029.0,392090.0
安徽省,六安市,舒城县,341523.0,739753.0,723786.0,704261.0,682835.0,656526.0,625468.0,589138.0
安徽省,六安市,叶集区,341504.0,190796.0,189166.0,186138.0,182116.0,176846.0,170805.0,163726.0
安徽省,六安市,裕安区,341503.0,972567.0,984412.0,983561.0,973861.0,954949.0,930682.0,899838.0
安徽省,马鞍山市,博望区,340506.0,167303.0,163261.0,158377.0,152678.0,146184.0,138291.0,129862.0
安徽省,马鞍山市,当涂县,340521.0,431868.0,433524.0,430569.0,424831.0,416361.0,405590.0,392229.0
安徽省,马鞍山市,含山县,340522.0,347224.0,340166.0,331450.0,321111.0,308711.0,294623.0,278306.0
安徽省,马鞍山市,和县,340523.0,450455.0,443670.0,434696.0,423659.0,409808.0,393602.0,374214.0
安徽省,马鞍山市,花山区,340503.0,372871.0,384044.0,389044.0,389785.0,386832.0,381987.0,376346.0
安徽省,马鞍山市,雨山区,340504.0,443678.0,465468.0,479027.0,489050.0,488877.0,482600.0,473456.0
安徽省,宿州市,砀山县,341321.0,789726.0,789179.0,780426.0,766704.0,746302.0,721049.0,691374.0
安徽省,宿州市,灵璧县,341323.0,966134.0,956928.0,939850.0,916701.0,886156.0,847504.0,803240.0
安徽省,宿州市,泗县,341324.0,751606.0,728155.0,703316.0,674605.0,640970.0,601890.0,558793.0
安徽省,宿州市,萧县,341322.0,1151372.0,1141046.0,1122960.0,1097798.0,1063700.0,1021162.0,970690.0
安徽省,宿州市,埇桥区,341302.0,1605069.0,1599807.0,1583454.0,1552721.0,1511539.0,1459333.0,1397890.0
安徽省,铜陵市,枞阳县,340722.0,719932.0,713229.0,701052.0,685941.0,666556.0,642415.0,613171.0
安徽省,铜陵市,郊区,340711.0,328940.0,331296.0,331454.0,327981.0,321148.0,312559.0,303356.0
安徽省,铜陵市,铜官区,340705.0,354320.0,362003.0,366541.0,367231.0,363203.0,355751.0,346161.0
安徽省,铜陵市,义安区,340706.0,226248.0,224455.0,221213.0,216502.0,210684.0,203802.0,195796.0
安徽省,芜湖市,繁昌区,340211.0,252708.0,250377.0,246676.0,241341.0,235210.0,227318.0,216982.0
安徽省,芜湖市,镜湖区,340202.0,612904.0,622334.0,626730.0,624504.0,618255.0,609022.0,595528.0
安徽省,芜湖市,鸠江区,340207.0,566287.0,573159.0,574018.0,570967.0,562935.0,550801.0,535184.0
安徽省,芜湖市,南陵县,340223.0,402149.0,394019.0,384258.0,372474.0,358439.0,342556.0,323915.0
安徽省,芜湖市,湾沚区,340210.0,285258.0,282515.0,277224.0,270410.0,262091.0,252247.0,240006.0
安徽省,芜湖市,无为市,340281.0,1020796.0,1020561.0,1011663.0,996527.0,975699.0,949215.0,915867.0
安徽省,芜湖市,弋江区,340209.0,493884.0,505624.0,511607.0,514635.0,510477.0,500654.0,486791.0
安徽省,宣城市,广德市,341882.0,450810.0,436783.0,423426.0,409222.0,393760.0,376402.0,357138.0
安徽省,宣城市,绩溪县,341824.0,150412.0,147637.0,144290.0,140251.0,135996.0,131373.0,126127.0
安徽省,宣城市,泾县,341823.0,278614.0,270084.0,261033.0,251060.0,240796.0,227569.0,212918.0
安徽省,宣城市,旌德县,341825.0,113410.0,110866.0,107968.0,104701.0,101033.0,96794.0,92408.0
安徽省,宣城市,郎溪县,341821.0,298602.0,288098.0,276772.0,263371.0,249742.0,234321.0,217952.0
安徽省,宣城市,宁国市,341881.0,359921.0,352118.0,343337.0,332711.0,321762.0,307763.0,293027.0
安徽省,宣城市,宣州区,341802.0,748518.0,730461.0,708477.0,682859.0,652790.0,618666.0,580639.0
澳门特别行政区,澳门特别行政区,大堂区,820004.0,121145.0,86484.0,76304.0,69297.0,67686.0,67006.0,66959.0
澳门特别行政区,澳门特别行政区,风顺堂区,820005.0,21850.0,36366.0,40461.0,55564.0,65153.0,68957.0,69315.0
澳门特别行政区,澳门特别行政区,花地玛堂区,820001.0,101489.0,85538.0,75256.0,68180.0,66553.0,65870.0,65822.0
澳门特别行政区,澳门特别行政区,花王堂区,820002.0,129371.0,84192.0,74042.0,67057.0,65451.0,64772.0,64725.0
澳门特别行政区,澳门特别行政区,嘉模堂区,820006.0,51996.0,78727.0,100493.0,115062.0,115800.0,116549.0,116767.0
澳门特别行政区,澳门特别行政区,路凼填海区,820007.0,2459.0,3400.0,4511.0,5622.0,6418.0,6850.0,7679.0
澳门特别行政区,澳门特别行政区,圣方济各堂区,820008.0,3105.0,4616.0,6087.0,6777.0,7211.0,7723.0,8343.0
澳门特别行政区,澳门特别行政区,望德堂区,820003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
北京市,北京市,昌平区,110114.0,1991692.0,2049170.0,2076520.0,2080392.0,2063738.0,2029135.0,1982797.0
北京市,北京市,朝阳区,110105.0,4278148.0,4382946.0,4431129.0,4415622.0,4358200.0,4265980.0,4143417.0
北京市,北京市,大兴区,110115.0,1653526.0,1692335.0,1705944.0,1699670.0,1675319.0,1639995.0,1593235.0
北京市,北京市,东城区,110101.0,1008627.0,1029797.0,1039018.0,1036316.0,1021749.0,1000411.0,972101.0
北京市,北京市,房山区,110111.0,1180682.0,1187256.0,1179262.0,1160641.0,1131408.0,1094894.0,1050316.0
北京市,北京市,丰台区,110106.0,2765550.0,2825696.0,2865750.0,2862219.0,2829200.0,2773854.0,2695480.0
北京市,北京市,海淀区,110108.0,4275162.0,4402288.0,4464046.0,4462842.0,4409166.0,4326016.0,4217678.0
北京市,北京市,怀柔区,110116.0,454244.0,449263.0,442853.0,434015.0,423534.0,409490.0,391660.0
北京市,北京市,门头沟区,110109.0,425064.0,432148.0,433872.0,429942.0,422654.0,410560.0,398597.0
北京市,北京市,密云区,110118.0,575819.0,584157.0,585045.0,577220.0,567946.0,553612.0,537880.0
北京市,北京市,平谷区,110117.0,502609.0,502964.0,498659.0,490828.0,479798.0,466383.0,450203.0
北京市,北京市,石景山区,110107.0,884454.0,915401.0,929616.0,931929.0,923946.0,906636.0,885302.0
北京市,北京市,顺义区,110113.0,1031756.0,1033389.0,1024869.0,1011110.0,990524.0,963375.0,929682.0
北京市,北京市,通州区,110112.0,1364818.0,1378576.0,1373425.0,1360259.0,1336174.0,1303657.0,1263348.0
北京市,北京市,西城区,110102.0,1536277.0,1566207.0,1577700.0,1580634.0,1558432.0,1520082.0,1478184.0
北京市,北京市,延庆区,110119.0,367468.0,359540.0,350077.0,338773.0,326002.0,312094.0,298138.0
福建省,福州市,仓山区,350104.0,383944.0,395550.0,404890.0,406224.0,404172.0,397029.0,386817.0
福建省,福州市,福清市,350181.0,1227701.0,1250822.0,1258680.0,1249370.0,1231215.0,1200523.0,1162652.0
福建省,福州市,鼓楼区,350102.0,862121.0,877452.0,889965.0,890583.0,875760.0,857010.0,837963.0
福建省,福州市,晋安区,350111.0,662740.0,680170.0,693492.0,700396.0,696273.0,686872.0,674997.0
福建省,福州市,连江县,350122.0,570801.0,568012.0,560932.0,551435.0,538035.0,522509.0,502992.0
福建省,福州市,罗源县,350123.0,223939.0,223504.0,222280.0,219204.0,214846.0,209647.0,203358.0
福建省,福州市,马尾区,350105.0,275889.0,279903.0,280272.0,277852.0,273546.0,267276.0,259693.0
福建省,福州市,闽侯县,350121.0,686214.0,689004.0,683141.0,671823.0,657682.0,638471.0,615953.0
福建省,福州市,闽清县,350124.0,245995.0,242434.0,237131.0,230801.0,223463.0,215938.0,206364.0
福建省,福州市,平潭县,350128.0,275773.0,273877.0,269129.0,263373.0,255973.0,247402.0,236691.0
福建省,福州市,台江区,350103.0,483702.0,501125.0,514688.0,521678.0,520357.0,513482.0,505465.0
福建省,福州市,永泰县,350125.0,253983.0,248118.0,241668.0,234078.0,226422.0,217516.0,207758.0
福建省,福州市,长乐区,350112.0,653338.0,662092.0,663861.0,658759.0,648448.0,634204.0,615571.0
福建省,龙岩市,连城县,350825.0,235637.0,231417.0,225334.0,218765.0,211192.0,202765.0,194006.0
福建省,龙岩市,上杭县,350823.0,354198.0,346078.0,337567.0,327968.0,317622.0,304835.0,292106.0
福建省,龙岩市,武平县,350824.0,262412.0,255109.0,248033.0,240012.0,231464.0,220906.0,209762.0
福建省,龙岩市,新罗区,350802.0,655275.0,665919.0,667608.0,660144.0,647997.0,634338.0,618415.0
福建省,龙岩市,永定区,350803.0,351840.0,346854.0,340255.0,332950.0,324424.0,314968.0,303388.0
福建省,龙岩市,漳平市,350881.0,227190.0,221263.0,215273.0,208389.0,200117.0,190393.0,181370.0
福建省,龙岩市,长汀县,350821.0,372528.0,364730.0,356249.0,346109.0,335189.0,321963.0,307222.0
福建省,南平市,光泽县,350723.0,121844.0,117107.0,112840.0,108246.0,103631.0,97899.0,91627.0
福建省,南平市,建瓯市,350783.0,421410.0,409567.0,397439.0,384191.0,370468.0,354868.0,339033.0
福建省,南平市,建阳区,350703.0,267388.0,259399.0,250457.0,241699.0,233045.0,222980.0,212427.0
福建省,南平市,浦城县,350722.0,279957.0,270565.0,261619.0,252057.0,242831.0,232211.0,221168.0
福建省,南平市,邵武市,350781.0,266391.0,264651.0,259965.0,254548.0,248574.0,241280.0,233637.0
福建省,南平市,顺昌县,350721.0,176881.0,171909.0,165922.0,160702.0,154690.0,148094.0,140878.0
福建省,南平市,松溪县,350724.0,118036.0,114607.0,110908.0,106811.0,103496.0,100162.0,96148.0
福建省,南平市,武夷山市,350782.0,217269.0,211091.0,204449.0,197888.0,191699.0,184866.0,177733.0
福建省,南平市,延平区,350702.0,448952.0,449090.0,445477.0,437600.0,429257.0,418122.0,403148.0
福建省,南平市,政和县,350725.0,161892.0,157184.0,151866.0,146178.0,140666.0,135317.0,129447.0
福建省,宁德市,福安市,350981.0,546998.0,544685.0,537580.0,527053.0,515709.0,500110.0,482346.0
福建省,宁德市,福鼎市,350982.0,467435.0,461040.0,453554.0,444525.0,431688.0,418877.0,403119.0
福建省,宁德市,古田县,350922.0,308291.0,302128.0,294439.0,285548.0,276505.0,265602.0,254318.0
福建省,宁德市,蕉城区,350902.0,352599.0,362308.0,365314.0,366050.0,360392.0,351593.0,341685.0
福建省,宁德市,屏南县,350923.0,127921.0,124609.0,121133.0,117607.0,113813.0,109617.0,104905.0
福建省,宁德市,寿宁县,350924.0,166149.0,162838.0,159144.0,155020.0,149936.0,143940.0,137471.0
福建省,宁德市,霞浦县,350921.0,389962.0,386337.0,380437.0,371989.0,363018.0,351481.0,339122.0
福建省,宁德市,柘荣县,350926.0,80888.0,79059.0,77491.0,75708.0,73390.0,70548.0,67663.0
福建省,宁德市,周宁县,350925.0,102204.0,100841.0,99110.0,96838.0,93979.0,90742.0,86766.0
福建省,莆田市,城厢区,350302.0,401022.0,404043.0,401220.0,394866.0,386244.0,374816.0,361962.0
福建省,莆田市,涵江区,350303.0,436798.0,437981.0,436564.0,432689.0,425530.0,413532.0,399113.0
福建省,莆田市,荔城区,350304.0,558417.0,565605.0,564899.0,559289.0,550351.0,539441.0,525063.0
福建省,莆田市,仙游县,350322.0,860466.0,864133.0,860219.0,849162.0,831609.0,808361.0,778642.0
福建省,莆田市,秀屿区,350305.0,475694.0,473014.0,466079.0,456978.0,444905.0,429587.0,410605.0
福建省,泉州市,安溪县,350524.0,1050762.0,1043339.0,1029107.0,1009336.0,983794.0,951848.0,913315.0
福建省,泉州市,德化县,350526.0,277521.0,272602.0,266773.0,260614.0,253368.0,243663.0,231703.0
福建省,泉州市,丰泽区,350503.0,526935.0,540567.0,546057.0,547714.0,544282.0,537127.0,527907.0
福建省,泉州市,惠安县,350521.0,935188.0,936521.0,930262.0,917332.0,897008.0,869914.0,835466.0
福建省,泉州市,金门县,350527.0,45956.0,47636.0,48743.0,50034.0,51146.0,52124.0,52911.0
福建省,泉州市,晋江市,350582.0,1966757.0,2014572.0,2037100.0,2039551.0,2022962.0,1987962.0,1937060.0
福建省,泉州市,鲤城区,350502.0,461458.0,473457.0,483084.0,489297.0,488712.0,480806.0,470726.0
福建省,泉州市,洛江区,350504.0,179651.0,179260.0,177027.0,173548.0,169160.0,164155.0,158544.0
福建省,泉州市,南安市,350583.0,1499296.0,1497237.0,1482245.0,1459578.0,1424291.0,1377929.0,1317634.0
福建省,泉州市,泉港区,350505.0,271568.0,272777.0,270415.0,266334.0,260698.0,252592.0,243602.0
福建省,泉州市,石狮市,350581.0,623562.0,640181.0,647842.0,653312.0,653340.0,647569.0,633785.0
福建省,泉州市,永春县,350525.0,478992.0,475455.0,468147.0,457258.0,444274.0,429992.0,412542.0
福建省,三明市,大田县,350425.0,298830.0,293500.0,287143.0,280319.0,272791.0,263618.0,252933.0
福建省,三明市,建宁县,350430.0,110536.0,105609.0,101157.0,96954.0,92560.0,88062.0,83210.0
福建省,三明市,将乐县,350428.0,139516.0,135280.0,130800.0,125944.0,121248.0,115354.0,109661.0
福建省,三明市,明溪县,350421.0,94027.0,90374.0,87016.0,83378.0,79743.0,75538.0,71334.0
福建省,三明市,宁化县,350424.0,259226.0,250226.0,242254.0,233023.0,223362.0,213087.0,202167.0
福建省,三明市,清流县,350423.0,124047.0,119208.0,114846.0,109378.0,104981.0,99470.0,93855.0
福建省,三明市,三元区,350403.0,381181.0,384155.0,381789.0,375952.0,369172.0,361343.0,353117.0
福建省,三明市,沙县区,350427.0,217442.0,213856.0,209348.0,204339.0,198435.0,191058.0,183556.0
福建省,三明市,泰宁县,350429.0,102410.0,99501.0,95694.0,92135.0,88673.0,84807.0,80813.0
福建省,三明市,永安市,350481.0,336178.0,329990.0,322102.0,313745.0,305257.0,295177.0,283662.0
福建省,三明市,尤溪县,350426.0,332135.0,322446.0,311656.0,300849.0,290332.0,277427.0,263898.0
福建省,厦门市,海沧区,350205.0,387399.0,401479.0,407738.0,411949.0,413285.0,409822.0,401724.0
福建省,厦门市,湖里区,350206.0,687185.0,704182.0,712870.0,711209.0,702525.0,690677.0,664949.0
福建省,厦门市,集美区,350211.0,557093.0,574496.0,586188.0,588076.0,585390.0,576324.0,562456.0
福建省,厦门市,思明区,350203.0,849594.0,857655.0,848751.0,832722.0,802833.0,769867.0,744837.0
福建省,厦门市,同安区,350212.0,659206.0,669642.0,672617.0,671070.0,660599.0,646140.0,627165.0
福建省,厦门市,翔安区,350213.0,413861.0,415933.0,413650.0,408876.0,401949.0,391318.0,376326.0
福建省,漳州市,东山县,350626.0,238487.0,234869.0,230112.0,225188.0,218893.0,212295.0,204095.0
福建省,漳州市,华安县,350629.0,149991.0,145884.0,141321.0,136161.0,130807.0,125675.0,120154.0
福建省,漳州市,龙海区,350681.0,822571.0,824204.0,818732.0,807019.0,790215.0,768523.0,739417.0
福建省,漳州市,龙文区,350603.0,86316.0,86437.0,85512.0,83995.0,82087.0,79208.0,75263.0
福建省,漳州市,南靖县,350627.0,329014.0,322262.0,314850.0,306590.0,297047.0,285935.0,274228.0
福建省,漳州市,平和县,350628.0,504212.0,495223.0,484945.0,473135.0,459689.0,443873.0,425724.0
福建省,漳州市,芗城区,350602.0,655938.0,675513.0,680494.0,675704.0,664576.0,650443.0,632150.0
福建省,漳州市,云霄县,350622.0,423283.0,418505.0,412431.0,404533.0,394532.0,382985.0,369024.0
福建省,漳州市,漳浦县,350623.0,879804.0,866471.0,849634.0,830247.0,806734.0,779690.0,748132.0
福建省,漳州市,长泰区,350625.0,202908.0,198497.0,193325.0,187680.0,180710.0,172798.0,163228.0
福建省,漳州市,诏安县,350624.0,610566.0,605717.0,596141.0,583551.0,568599.0,550082.0,527614.0
甘肃省,白银市,白银区,620402.0,327955.0,336175.0,341500.0,340960.0,338921.0,334904.0,329503.0
甘肃省,白银市,会宁县,620422.0,507693.0,489683.0,473041.0,456787.0,439995.0,420714.0,398917.0
甘肃省,白银市,景泰县,620423.0,220292.0,218545.0,215461.0,211990.0,207212.0,202776.0,197341.0
甘肃省,白银市,靖远县,620421.0,436200.0,430556.0,422547.0,413217.0,402220.0,388810.0,374484.0
甘肃省,白银市,平川区,620403.0,179129.0,176900.0,173826.0,170518.0,166580.0,161690.0,156105.0
甘肃省,定西市,安定区,621102.0,407831.0,402370.0,394895.0,386465.0,376809.0,365260.0,351398.0
甘肃省,定西市,临洮县,621124.0,476367.0,476244.0,472275.0,465404.0,455059.0,442791.0,428503.0
甘肃省,定西市,陇西县,621122.0,431698.0,424659.0,417450.0,408459.0,398930.0,387144.0,374310.0
甘肃省,定西市,岷县,621126.0,417880.0,404075.0,390382.0,379374.0,368662.0,356531.0,344047.0
甘肃省,定西市,通渭县,621121.0,344041.0,340342.0,335526.0,328633.0,318799.0,306845.0,293605.0
甘肃省,定西市,渭源县,621123.0,313787.0,312223.0,309000.0,303127.0,295975.0,287289.0,276936.0
甘肃省,定西市,漳县,621125.0,185073.0,178771.0,172591.0,167267.0,161880.0,156534.0,150409.0
甘肃省,甘南藏族自治州,迭部县,623024.0,45779.0,43136.0,40364.0,37801.0,35859.0,33739.0,32216.0
甘肃省,甘南藏族自治州,合作市,623001.0,90881.0,91173.0,89794.0,87980.0,86116.0,83733.0,81074.0
甘肃省,甘南藏族自治州,临潭县,623021.0,138164.0,135827.0,133485.0,130195.0,127219.0,123602.0,119849.0
甘肃省,甘南藏族自治州,碌曲县,623026.0,33564.0,32674.0,32022.0,30821.0,30117.0,28785.0,27805.0
甘肃省,甘南藏族自治州,玛曲县,623025.0,59656.0,59476.0,57827.0,56592.0,55212.0,54357.0,52843.0
甘肃省,甘南藏族自治州,夏河县,623027.0,85416.0,83196.0,81040.0,79185.0,77332.0,74718.0,72110.0
甘肃省,甘南藏族自治州,舟曲县,623023.0,128823.0,119821.0,111970.0,104692.0,99072.0,93133.0,88333.0
甘肃省,甘南藏族自治州,卓尼县,623022.0,100458.0,97383.0,93768.0,90751.0,88427.0,85115.0,82880.0
甘肃省,嘉峪关市,嘉峪关市,620200.0,258649.0,266538.0,269108.0,268658.0,266157.0,262922.0,258033.0
甘肃省,金昌市,金川区,620302.0,227118.0,223370.0,219648.0,215452.0,211129.0,206338.0,200666.0
甘肃省,金昌市,永昌县,620321.0,218937.0,209838.0,201349.0,192176.0,184778.0,176196.0,168360.0
甘肃省,酒泉市,阿克塞哈萨克族自治县,620924.0,33386.0,33423.0,33042.0,32659.0,32423.0,32083.0,31730.0
甘肃省,酒泉市,敦煌市,620982.0,185056.0,176899.0,168151.0,161058.0,155418.0,149634.0,143558.0
甘肃省,酒泉市,瓜州县,620922.0,143962.0,139527.0,134828.0,130481.0,127429.0,124116.0,120419.0
甘肃省,酒泉市,金塔县,620921.0,151465.0,153840.0,153885.0,152454.0,150556.0,147900.0,145082.0
甘肃省,酒泉市,肃北蒙古族自治县,620923.0,12396.0,12200.0,11788.0,11348.0,10979.0,10565.0,10214.0
甘肃省,酒泉市,肃州区,620902.0,469776.0,481067.0,485856.0,484236.0,478779.0,471512.0,461823.0
甘肃省,酒泉市,玉门市,620981.0,156255.0,158282.0,156546.0,155543.0,152927.0,150241.0,147345.0
甘肃省,兰州市,安宁区,620105.0,319780.0,337308.0,345003.0,347577.0,350413.0,347572.0,342629.0
甘肃省,兰州市,城关区,620102.0,1056480.0,1099962.0,1123358.0,1128692.0,1122138.0,1106558.0,1086481.0
甘肃省,兰州市,皋兰县,620122.0,184784.0,190486.0,191157.0,189608.0,186394.0,182003.0,177631.0
甘肃省,兰州市,红古区,620111.0,105742.0,109237.0,112474.0,113260.0,112967.0,109968.0,107804.0
甘肃省,兰州市,七里河区,620103.0,979612.0,1010904.0,1031038.0,1034065.0,1027099.0,1012388.0,994034.0
